iso3,year,value
GNB,2014,41.7271995544434
GNB,2013,41.2976379394531
GNB,2012,40.8686027526855
GNB,2011,40.4391136169434
GNB,2010,40.0095596313477
GNB,2009,39.6716434222135
GNB,2008,39.3320535671181
GNB,2007,39.0030975009025
GNB,2006,38.6871193165452
GNB,2005,38.3801443659997
GNB,2004,38.0781980012196
GNB,2003,37.7773055741583
GNB,2002,37.4734924367695
GNB,2001,37.1627839410066
GNB,2000,36.8412054388232
GUY,2020,26.4340397353676
GUY,2019,26.4258834773058
GUY,2018,26.4188378517884
GUY,2017,26.412905546573
GUY,2016,26.4080892882899
GUY,2015,26.4043918297579
GUY,2014,26.4018152016157
GUY,2013,26.4003891353669
GUY,2012,26.3999996185303
GUY,2011,26.3999996185303
GUY,2010,26.4592185137368
GUY,2009,26.620074648793
GUY,2008,26.8573671978542
GUY,2007,27.1458953350755
GUY,2006,27.4604582346121
GUY,2005,27.7758550706193
GUY,2004,28.0668850172523
GUY,2003,28.3083472486662
GUY,2002,28.4796776810692
GUY,2001,28.6194627210441
GUY,2000,28.7610390578913
HTI,2020,52.6307476732151
HTI,2019,52.0069059952475
HTI,2018,51.374898112219
HTI,2017,50.735083378449
HTI,2016,50.087821148256
HTI,2015,49.4334707759572
HTI,2014,48.7723916158687
HTI,2013,48.1049430223048
HTI,2012,47.4314843495779
HTI,2011,46.7523749519985
HTI,2010,46.0679741838751
HTI,2009,45.3786413995138
HTI,2008,44.6847359532184
HTI,2007,43.9866171992907
HTI,2006,43.2846444920296
HTI,2005,42.5791771857318
HTI,2004,41.8705746346912
HTI,2003,41.2007603284477
HTI,2002,39.9708985140797
HTI,2001,38.3871832598564
HTI,2000,36.8408497942176
HND,2020,56.8691654042685
HND,2019,56.3791561389766
HND,2018,55.8852577716247
HND,2017,55.3877322339915
HND,2016,54.8868414578857
HND,2015,54.3828473751434
HND,2014,53.8768089124249
HND,2013,53.356379133253
HND,2012,52.6641557109031
HND,2011,51.9908892304951
HND,2010,51.3273733161098
HND,2009,50.6740175729851
HND,2008,50.0312316063593
HND,2007,49.3994250214704
HND,2006,48.7790074235564
HND,2005,48.1703884178554
HND,2004,47.5739776096056
HND,2003,46.990184604045
HND,2002,46.4194190064116
HND,2001,45.8623033555915
HND,2000,45.3233354392127
HUN,2020,70.2917327880859
HUN,2019,70.4565277099609
HUN,2018,70.4711761474609
HUN,2017,70.4542541503906
HUN,2016,70.4733810424805
HUN,2015,70.4847717285156
HUN,2014,70.3071053512008
HUN,2013,69.9277636266638
HUN,2012,69.5772326660156
HUN,2011,69.4779934082031
HUN,2010,69.5305480957031
HUN,2009,68.4592590332031
HUN,2008,68.0976986078883
HUN,2007,67.0041656494141
HUN,2006,67.0155868530273
HUN,2005,66.1261367797852
HUN,2004,65.0225372314453
HUN,2003,64.8452987670898
HUN,2002,65.0400009155273
HUN,2001,64.646880283041
HUN,2000,64.2602344392211
ISL,2020,94.1367102874722
ISL,2019,93.9770847416131
ISL,2018,93.8526667025487
ISL,2017,93.7718982310092
ISL,2016,93.7822647094726
ISL,2015,93.727919768566
ISL,2014,93.6196716315805
ISL,2013,93.6166725158692
ISL,2012,93.514892578125
ISL,2011,93.41106112427
ISL,2010,93.4588348107886
ISL,2009,93.4441340553707
ISL,2008,93.0646442174216
ISL,2007,92.3614571703229
ISL,2006,92.1949009038813
ISL,2005,92.377441015064
ISL,2004,92.4377293375354
ISL,2003,92.3235559316863
ISL,2002,92.1674022598912
ISL,2001,92.0452304560359
ISL,2000,91.9674192031642
IND,2020,34.1286726088333
IND,2019,33.8139578818147
IND,2018,33.4984353473598
IND,2017,33.1821328157539
IND,2016,32.8650780972823
IND,2015,32.5472990022299
IND,2014,32.2288233408821
IND,2013,31.9096789235237
IND,2012,31.5898935604399
IND,2011,31.2746502853309
IND,2010,30.9042190810094
IND,2009,30.5185314023263
IND,2008,30.1438485921815
IND,2007,29.7810426848684
IND,2006,29.4309857146804
IND,2005,29.0945497159107
IND,2004,28.7726067228528
IND,2003,28.4660287698
IND,2002,28.1756878910456
IND,2001,27.9028652096636
IND,2000,27.6470407512523
IDN,2020,56.2785287648768
IDN,2019,55.7382049560547
IDN,2018,55.0956840515137
IDN,2017,54.4541015625
IDN,2016,53.812557220459
IDN,2015,53.1720771789551
IDN,2014,52.5002136230469
IDN,2013,51.8307495117188
IDN,2012,51.1593933105469
IDN,2011,50.4830017089844
IDN,2010,49.8521375148888
IDN,2009,49.16775798133
IDN,2008,48.4644736032029
IDN,2007,47.7432993585496
IDN,2006,47.0017588692457
IDN,2005,46.2373757571669
IDN,2004,45.4476736441888
IDN,2003,44.6301761521872
IDN,2002,43.7824069030376
IDN,2001,42.9018895186157
IDN,2000,41.9861540600656
IRQ,2020,69.8683166503906
IRQ,2019,69.8683395385742
IRQ,2018,69.8765148865842
IRQ,2017,69.8944511190753
IRQ,2016,69.9123778259643
IRQ,2015,69.920524597168
IRQ,2014,69.6666641235352
IRQ,2013,69.444450378418
IRQ,2012,69.2222213745117
IRQ,2011,69.1252233869916
IRQ,2010,69.0582953378474
IRQ,2009,68.9742328505284
IRQ,2008,68.8569818968574
IRQ,2007,68.716475540845
IRQ,2006,68.5590667282222
IRQ,2005,68.391425621866
IRQ,2004,68.2202223846538
IRQ,2003,68.0521271794625
IRQ,2002,67.8938101691696
IRQ,2001,67.751941516652
IRQ,2000,67.6331913847871
IRL,2020,63.4713366724915
IRL,2019,63.2737009154127
IRL,2018,63.0844503476779
IRL,2017,62.9035196521232
IRL,2016,62.7229399123734
IRL,2015,62.6392123492764
IRL,2014,62.535401730577
IRL,2013,62.4047157756118
IRL,2012,62.2529318511038
IRL,2011,62.0872735820277
IRL,2010,61.8910689348512
IRL,2009,61.6421022728798
IRL,2008,61.3581903884996
IRL,2007,61.0601979374234
IRL,2006,60.7703677431593
IRL,2005,60.4882988006461
IRL,2004,60.1994750854288
IRL,2003,59.9120142632573
IRL,2002,59.6367259990731
IRL,2001,59.3763923617156
IRL,2000,59.1247997891425
ISR,2020,91.5788453228939
ISR,2019,91.6154002002652
ISR,2018,91.6456193546346
ISR,2017,91.6701057535759
ISR,2016,91.6894623646632
ISR,2015,91.7042921554705
ISR,2014,91.7151980935716
ISR,2013,91.7227831465406
ISR,2012,91.7276502819515
ISR,2011,91.7304024673781
ISR,2010,91.7316426703946
ISR,2009,91.7319738585748
ISR,2008,91.7292868898136
ISR,2007,91.713639843393
ISR,2006,91.6825760364229
ISR,2005,91.6384296279033
ISR,2004,91.5829008110251
ISR,2003,91.5176897789793
ISR,2002,91.4444967249569
ISR,2001,91.365021842149
ISR,2000,91.2809653237465
ITA,2020,69.5187492370606
ITA,2019,69.5050010681153
ITA,2018,69.4800033569336
ITA,2017,69.5180784259382
ITA,2016,69.5969232525286
ITA,2015,69.6100006103516
ITA,2014,69.5807638614879
ITA,2013,69.3073989916076
ITA,2012,68.7608794235259
ITA,2011,68.4015073889511
ITA,2010,68.2163741829857
ITA,2009,68.0494239486665
ITA,2008,67.9071958431441
ITA,2007,67.7857771296669
ITA,2006,67.6812550714834
ITA,2005,67.5897169318419
ITA,2004,67.5072499739908
ITA,2003,67.4299414611787
ITA,2002,67.3538786566538
ITA,2001,67.27519882288
ITA,2000,67.1932283786243
JAM,2020,57.1103647563627
JAM,2019,56.6957957395074
JAM,2018,56.297410990325
JAM,2017,55.9152267548307
JAM,2016,55.549259277615
JAM,2015,55.1995248014924
JAM,2014,54.8660395670395
JAM,2013,54.548819811983
JAM,2012,54.2478817703732
JAM,2011,53.956586109128
JAM,2010,53.7535679480806
JAM,2009,53.5618180258738
JAM,2008,53.3674108497524
JAM,2007,53.1703742191887
JAM,2006,52.9707359336549
JAM,2005,52.7685237926234
JAM,2004,52.5637655955662
JAM,2003,52.3564891419558
JAM,2002,52.1467222312645
JAM,2001,51.934190578424
JAM,2000,51.7165550768252
JPN,2020,91.7809926267889
JPN,2019,91.7164207898107
JPN,2018,91.6377318609728
JPN,2017,91.5498419685883
JPN,2016,91.4541254852142
JPN,2015,91.3532644103625
JPN,2014,91.2548945132333
JPN,2013,91.1516595654317
JPN,2012,91.0265277326652
JPN,2011,90.8631654434251
JPN,2010,90.6228586840649
JPN,2009,90.1131158718189
JPN,2008,89.2921563808851
JPN,2007,88.2701404492656
